,price,grade,sqft_living,lat,sqft_living15,sqft_above,bathrooms,floors,bedrooms,sqft_basement,view
834,790000.0,7,2460,47.5105,2300,1410,1.75,1.0,4,1050,4
871,784950.0,9,2840,47.7097,2880,2840,2.75,3.0,4,0,0
8423,403500.0,7,2400,47.7027,1100,1200,2.75,1.0,4,1200,0
1263,742500.0,8,2020,47.6758,1160,1350,3.0,1.0,2,670,0
1618,710000.0,9,2630,47.5916,2430,1700,2.5,1.0,4,930,0
14648,239950.0,6,1460,47.487,1060,1460,1.0,2.0,5,0,0
4345,546000.0,7,1120,47.6824,1420,1120,1.0,1.0,2,0,0
11025,333760.0,7,1300,47.6937,1300,1300,1.0,1.0,3,0,0
2414,650000.0,9,2020,47.5921,2210,1620,2.75,1.0,4,400,0
10302,350000.0,8,1260,47.5476,1410,1260,1.75,2.0,3,0,0
14782,235000.0,5,1690,47.4667,1690,1690,1.5,1.0,4,0,0
7671,425000.0,8,1570,47.438,2130,1570,1.5,1.0,3,0,3
1220,749000.0,8,2130,47.5828,2560,2130,1.5,2.0,4,0,0
16003,175003.0,7,1390,47.5667,1490,1390,1.5,2.0,3,0,0
1765,699000.0,9,2370,47.6679,2380,2370,2.5,2.0,3,0,0
15582,205000.0,7,970,47.3793,1160,970,1.0,1.0,3,0,0
6552,459000.0,8,2440,47.5476,2440,1930,3.0,2.0,3,510,0
15803,192500.0,7,1420,47.3555,1690,1420,1.75,1.0,3,0,0
14627,240000.0,7,1540,47.1938,1540,1200,1.75,1.0,3,340,0
2001,677100.0,10,2110,47.6496,3130,2110,2.0,1.0,3,0,0
5609,495000.0,7,1460,47.6644,1620,1460,2.0,1.0,3,0,0
13240,275000.0,6,1060,47.5498,1560,1060,1.5,1.0,3,0,0
4581,535000.0,7,1030,47.686,1530,920,1.0,1.0,2,110,0
9943,360000.0,7,2480,47.4586,1910,1560,3.0,1.0,5,920,0
12942,284200.0,7,1570,47.3386,1470,1110,2.5,1.0,3,460,0
1485,720000.0,7,1760,47.6711,1740,1760,2.0,1.5,4,0,0
3582,579000.0,8,1280,47.6273,1580,1080,2.5,2.0,2,200,0
2523,640500.0,7,1070,47.5305,1380,1070,1.0,1.0,3,0,2
5990,480000.0,6,1140,47.5277,1880,1140,2.0,1.0,2,0,0
9222,380000.0,7,1840,47.7586,2160,1290,2.5,1.0,3,550,0
14414,245000.0,8,2600,47.3174,2110,1390,2.25,1.0,4,1210,0
7591,428750.0,7,1100,47.6872,1170,900,1.0,1.0,3,200,0
3078,606000.0,7,1500,47.6718,1640,1000,1.0,1.0,3,500,0
4833,525000.0,8,2740,47.7648,2170,1980,2.5,1.0,4,760,0
7949,419000.0,7,1700,47.7214,1980,1340,2.25,1.0,3,360,0
1305,738000.0,9,2620,47.6972,2620,2620,2.5,2.0,3,0,0
4782,528000.0,8,1910,47.7259,1860,1280,2.25,1.0,4,630,0
6206,471000.0,8,3030,47.485,2050,2020,2.5,2.0,4,1010,0
13148,279000.0,6,1010,47.766,1010,1010,1.0,1.0,3,0,0
13619,266750.0,7,1650,47.3862,1420,1650,2.25,2.0,3,0,0
4381,545000.0,7,1340,47.5601,1630,1340,2.0,1.5,3,0,0
12524,295000.0,7,1690,47.3518,1690,1690,2.5,2.0,3,0,0
7460,431200.0,7,1360,47.7203,1490,1060,1.75,1.0,5,300,0
9019,388000.0,9,2560,47.3474,3040,2560,2.5,2.0,4,0,0
7514,430000.0,6,1150,47.6867,1460,1150,1.0,1.0,3,0,0
6243,470000.0,7,1800,47.6935,1970,1800,2.0,1.0,3,0,0
6452,462000.0,9,1890,47.6102,1800,1890,2.75,2.0,3,0,0
10467,348450.0,8,1950,47.3817,2210,1950,2.5,2.0,4,0,0
2165,665000.0,8,2580,47.5778,2300,1780,2.25,2.0,3,800,0
617,822500.0,10,3090,47.6868,3140,3090,2.5,2.0,3,0,0
15893,185000.0,7,1390,47.4969,1200,1390,1.0,1.0,2,0,0
3803,568000.0,8,1740,47.5892,1740,1740,2.5,3.0,3,0,0
10680,342000.0,8,1960,47.3568,1840,1960,2.5,2.0,3,0,0
15416,210000.0,7,1230,47.3285,1230,1230,1.0,1.0,3,0,0
11212,329900.0,7,1670,47.5362,1990,1670,1.75,1.5,3,0,0
12002,310000.0,7,1960,47.5419,1760,1750,2.25,2.0,3,210,0
15554,205000.0,6,2200,47.481,1330,1100,2.0,1.0,4,1100,0
12203,303500.0,8,1920,47.3526,1860,1920,2.5,2.0,4,0,0
2163,665000.0,8,3130,47.577,2990,3130,2.5,2.0,4,0,0
4770,529100.0,7,1290,47.694,1670,1290,1.0,1.5,2,0,0
11098,330000.0,8,2420,47.7486,2570,1740,3.0,1.0,3,680,0
16053,171800.0,6,1570,47.4965,1880,1570,2.0,1.0,4,0,0
2004,677000.0,8,2180,47.5958,1370,2060,2.0,1.5,4,120,0
15076,225000.0,6,1360,47.3492,1360,1360,2.5,2.0,2,0,0
14528,242500.0,7,1770,47.3814,1270,1340,2.25,1.0,3,430,0
15671,200000.0,7,1140,47.4773,1140,1140,1.5,1.0,3,0,0
3047,608500.0,8,2850,47.5252,2850,1950,3.5,2.0,4,900,0
9058,386000.0,8,2050,47.3978,2230,1770,2.25,2.0,4,280,2
14556,241000.0,7,1650,47.2904,1870,1650,2.0,1.0,3,0,0
13662,265000.0,7,1860,47.4406,1560,1860,1.0,1.0,4,0,0
10312,350000.0,7,1760,47.7466,1810,1760,2.25,2.0,3,0,0
7596,428000.0,8,1350,47.7106,1660,1350,2.0,1.0,2,0,0
9750,365000.0,7,1310,47.7291,1090,1310,1.5,1.0,3,0,0
9981,359950.0,8,2450,47.4519,2310,2450,2.25,2.0,5,0,0
3095,605000.0,8,2060,47.6798,1500,1120,2.0,1.0,3,940,0
11616,320000.0,7,1400,47.5022,1440,1400,1.0,1.0,3,0,0
3285,595000.0,7,2030,47.6594,1790,2030,2.5,2.0,3,0,0
11522,321000.0,7,2020,47.3658,2030,2020,2.5,2.0,3,0,0
10354,350000.0,7,1970,47.7453,1970,1970,2.5,2.0,3,0,0
12555,295000.0,7,1170,47.497,1340,1170,1.0,1.0,2,0,0
1313,736000.0,8,1980,47.6294,1980,1980,2.5,3.0,3,0,2
8272,409124.0,8,3320,47.3904,2330,2480,3.25,2.0,5,840,0
6423,464000.0,7,1230,47.7145,1560,1230,2.0,2.0,2,0,0
8351,405000.0,7,1010,47.72,1550,1010,1.5,1.5,3,0,0
14940,230000.0,6,1280,47.5532,1660,840,1.0,1.0,2,440,0
2903,619000.0,8,2040,47.5718,2170,2040,2.5,2.0,3,0,0
9554,372000.0,8,2500,47.4124,2360,2500,2.5,2.0,4,0,0
3333,590000.0,8,1990,47.705,2450,1310,2.5,2.0,3,680,0
12365,300000.0,7,1320,47.5048,1720,1320,1.0,1.0,3,0,0
14811,234000.0,6,870,47.5038,1370,870,1.0,1.0,2,0,0
3053,608000.0,7,2610,47.6729,1500,1710,2.75,2.0,3,900,0
12148,305000.0,7,1160,47.7427,1160,1160,1.0,1.0,3,0,0
5072,515700.0,8,2180,47.527,2440,2180,2.5,2.0,3,0,0
9500,375000.0,8,2100,47.4698,2000,2100,2.25,2.0,4,0,0
11785,315000.0,7,890,47.559,1420,890,1.0,1.0,3,0,0
13044,280000.0,6,1260,47.5196,1260,1100,1.0,1.0,2,160,0
13709,265000.0,7,1020,47.4974,1070,1020,1.0,1.0,3,0,0
2269,657500.0,7,1910,47.6597,2170,1610,1.5,1.5,4,300,0
2694,630000.0,7,2900,47.7037,1850,1990,2.25,2.0,4,910,0
8963,390000.0,8,2480,47.3778,2480,1500,3.0,1.0,3,980,0
8784,395000.0,8,1210,47.5513,1700,1210,1.75,2.0,2,0,0
15089,225000.0,7,1550,47.5093,1080,1550,1.75,2.0,3,0,0
10256,351000.0,7,1160,47.7343,1670,1160,1.0,1.0,3,0,0
11520,321000.0,7,1347,47.7306,1480,1347,2.25,3.0,3,0,0
7627,427000.0,7,2220,47.5754,1580,1230,2.75,1.0,5,990,0
15900,185000.0,7,1080,47.4883,1090,1080,1.75,1.0,3,0,0
10790,339989.0,8,2060,47.3706,2370,2060,2.5,2.0,3,0,0
8839,393820.0,7,1170,47.6873,1360,1170,2.0,1.0,2,0,0
4707,530000.0,8,1550,47.6034,1490,1160,3.5,2.0,3,390,0
14641,239950.0,7,1460,47.4952,1190,730,1.0,1.0,4,730,0
2114,670000.0,7,1220,47.5746,1320,1220,1.5,1.5,3,0,0
9740,366000.0,8,1790,47.7344,2480,1790,2.5,2.0,3,0,0
6357,465000.0,7,910,47.6828,1370,910,1.0,1.0,3,0,0
1541,715000.0,7,2000,47.6583,1260,2000,1.0,2.0,4,0,0
11423,325000.0,7,1310,47.5873,1310,1310,1.5,2.0,3,0,0
2602,637000.0,8,2850,47.7097,1510,2850,2.75,2.0,4,0,0
14095,254000.0,6,1060,47.7508,1260,1060,1.0,1.0,2,0,0
4607,535000.0,7,920,47.6748,1890,920,1.0,1.0,1,0,3
11434,325000.0,8,2200,47.3649,2460,2200,2.5,2.0,4,0,0
10291,350000.0,7,1010,47.7467,1220,1010,1.0,1.0,3,0,0
7111,440000.0,7,1650,47.5634,1520,1520,2.5,2.0,3,130,0
13349,274000.0,7,1400,47.4918,1210,1400,1.75,1.0,3,0,0
4756,530000.0,7,1810,47.67,1360,1810,2.0,1.5,5,0,0
12712,290000.0,7,1660,47.5878,1150,1660,2.0,1.0,4,0,0
5538,499000.0,9,2250,47.7353,2450,2250,2.75,2.0,4,0,0
4466,540000.0,8,1580,47.5903,1500,1180,2.0,2.5,3,400,2
520,839704.0,10,2950,47.5297,2790,2210,3.25,2.0,4,740,0
11452,324950.0,7,2229,47.3693,2738,2229,2.5,2.0,4,0,0
15194,220000.0,7,1280,47.3947,1450,1280,1.5,1.0,3,0,0
14794,235000.0,7,1480,47.2982,1660,1080,1.75,1.0,3,400,0
9720,367000.0,8,2828,47.382,2513,2828,2.5,2.0,3,0,0
1092,760000.0,9,2050,47.759,2930,1600,2.5,1.0,3,450,2
7884,420000.0,7,1700,47.6973,1470,850,2.0,1.0,4,850,0
9380,375500.0,9,2301,47.346,2650,2301,2.5,2.0,4,0,0
4913,525000.0,8,2910,47.7352,1970,1640,2.75,1.0,4,1270,0
6123,475000.0,7,2680,47.7539,2460,2680,2.25,2.0,4,0,0
13436,270000.0,7,1560,47.4312,1610,1560,2.0,1.0,3,0,0
3771,570000.0,8,2510,47.6635,1900,2510,1.75,1.5,5,0,0
7606,427550.0,7,880,47.6848,1150,880,1.0,1.0,2,0,0
1109,756000.0,7,2160,47.6442,1850,1080,2.25,1.0,4,1080,0
4655,533000.0,7,1800,47.6831,1400,1400,2.75,1.5,5,400,0
10912,335000.0,6,1170,47.5318,1170,1170,1.5,1.0,2,0,0
1038,765000.0,9,2660,47.5445,3010,2660,2.5,2.0,4,0,2
10984,335000.0,7,1150,47.5323,1150,1150,2.5,2.0,3,0,0
20,982218.0,9,2340,47.6451,2830,2340,1.75,2.0,3,0,2
13078,280000.0,7,1600,47.194,1540,1600,2.25,2.0,4,0,0
7944,419500.0,7,2550,47.4793,2560,2550,2.5,2.0,4,0,2
5531,499000.0,7,1970,47.5949,1760,1440,2.5,2.0,4,530,0
7095,441000.0,8,1890,47.7426,2040,1460,2.5,1.0,3,430,0
9926,360000.0,6,840,47.6771,1740,840,1.0,1.0,2,0,0
934,775900.0,9,2700,47.5618,3270,2700,2.5,2.0,3,0,0
8723,397000.0,8,2201,47.4002,1990,2201,2.5,2.0,4,0,0
8037,415000.0,7,1640,47.7197,1770,1190,1.75,1.0,3,450,0
14846,232000.0,7,1390,47.3984,1740,1390,1.5,1.0,3,0,0
15499,208000.0,7,1250,47.3684,1540,1250,2.0,1.0,3,0,0
1726,700000.0,8,2230,47.73,2230,2230,2.5,2.0,3,0,0
4490,540000.0,7,1360,47.6827,1500,1360,1.0,1.5,4,0,0
11265,327500.0,6,830,47.7366,1180,830,1.0,1.0,2,0,0
9669,369900.0,8,1770,47.5472,1770,1770,2.5,3.0,2,0,0
1737,700000.0,9,2590,47.7047,2660,2590,2.5,2.0,4,0,0
11321,325000.0,8,2260,47.2924,2250,2260,2.5,2.0,3,0,0
7716,425000.0,7,1270,47.6482,1770,1270,1.0,1.0,2,0,0
561,830000.0,8,2180,47.6042,2090,1370,2.25,1.0,4,810,0
13037,280000.0,7,1590,47.4288,1590,1140,1.75,1.0,3,450,0
15727,198400.0,7,1040,47.3631,1290,1040,1.0,1.0,3,0,0
15144,222000.0,6,1360,47.3489,1310,1360,2.0,2.0,2,0,0
12995,281700.0,7,1570,47.3943,2030,1070,1.0,1.0,3,500,0
1162,750000.0,10,3190,47.6323,2990,2300,2.25,2.0,4,890,0
15631,201000.0,7,980,47.4136,1580,980,1.0,1.0,3,0,0
10962,335000.0,7,2320,47.5327,1230,1160,1.0,1.0,3,1160,0
8585,400000.0,7,1810,47.7681,1570,1810,1.75,2.0,4,0,0
5825,485000.0,7,1430,47.604,1640,1430,1.75,2.0,4,0,0
1527,716500.0,9,3290,47.5981,3100,3290,2.5,2.0,4,0,0
10622,344500.0,7,1890,47.4872,2040,1210,1.75,1.0,3,680,0
8788,395000.0,9,2750,47.3479,2750,2750,3.0,2.0,4,0,0
2930,615000.0,8,1780,47.6647,2360,1780,2.25,2.0,4,0,0
5721,490000.0,8,990,47.6236,1350,840,1.5,2.0,3,150,0
58,969000.0,8,2450,47.5619,2360,2200,2.0,2.0,4,250,4
9578,370900.0,7,1200,47.7392,1550,1200,1.5,1.0,3,0,0
13649,265000.0,7,1970,47.4861,1710,1140,1.75,1.0,4,830,0
9000,389000.0,7,1400,47.5327,1350,1400,1.75,1.0,3,0,0
14004,255000.0,7,1310,47.3697,1310,1310,2.0,1.0,3,0,0
4483,540000.0,6,2190,47.6944,2210,2190,2.0,2.0,4,0,0
2291,655000.0,9,1460,47.6461,1800,1180,2.25,2.0,2,280,0
8237,410000.0,7,1740,47.4526,1540,1740,2.0,1.0,3,0,0
14087,254500.0,8,2570,47.258,2420,1720,2.75,2.0,4,850,0
15911,185000.0,5,820,47.2039,1880,820,1.0,1.0,2,0,0
12726,290000.0,7,1340,47.7202,1610,1340,1.0,1.0,2,0,0
11200,329950.0,7,1260,47.5323,1240,1170,2.25,2.0,2,90,0
14521,243000.0,7,1200,47.4135,1270,1200,1.75,1.0,3,0,0
1649,705000.0,8,2620,47.5847,2760,1520,2.25,1.0,4,1100,0
16159,160000.0,6,1140,47.7093,1140,1140,1.0,1.5,3,0,0
7363,435000.0,7,2030,47.7056,1350,1630,2.0,2.0,4,400,0
2724,628000.0,8,2600,47.7348,1600,2600,2.75,2.0,5,0,0
11603,320000.0,8,1240,47.7073,1180,1050,1.5,2.0,3,190,0
938,775000.0,9,3060,47.5522,3170,2410,3.5,2.0,4,650,0
4510,539900.0,8,2500,47.5346,2460,2500,2.5,2.0,3,0,0
14079,255000.0,7,1140,47.4351,1130,1140,2.0,1.0,2,0,0
16114,165000.0,7,1380,47.4339,1910,980,1.0,1.0,3,400,0
16037,174500.0,7,1010,47.4166,1580,1010,1.0,1.0,2,0,0
4694,530000.0,7,2410,47.4278,2510,1950,2.25,1.0,4,460,1
11662,318989.0,8,2000,47.3125,2190,2000,2.25,1.0,4,0,0
9919,360000.0,7,1060,47.5329,1120,1060,1.5,1.0,3,0,0
998,770000.0,8,2230,47.6334,2280,1630,1.0,2.0,3,600,2
9602,370000.0,7,1040,47.6308,3120,1040,1.0,1.0,2,0,0
4528,538900.0,9,3040,47.548,1650,3040,3.0,2.0,5,0,0
3870,565000.0,7,1330,47.6539,1620,960,1.75,1.0,2,370,0
8221,410000.0,8,2510,47.7345,2070,1840,2.25,2.0,4,670,0
5354,502000.0,8,2040,47.7737,2380,2040,2.5,2.0,4,0,0
15599,204000.0,7,1460,47.3954,1400,980,1.5,1.0,3,480,0
2907,618000.0,7,1890,47.6747,2150,1030,1.0,1.0,2,860,0
11797,315000.0,7,1740,47.5541,1270,950,1.0,1.0,2,790,0
11072,331950.0,8,2530,47.2654,2140,2010,2.5,2.0,4,520,2
3538,580000.0,7,2290,47.634,1460,1190,2.0,1.0,5,1100,0
15128,223000.0,7,1340,47.3087,1510,1340,1.75,1.0,3,0,0
5993,479950.0,8,1510,47.7076,1640,1510,2.0,1.0,2,0,0
15498,208000.0,6,920,47.2892,1010,920,1.0,1.0,3,0,0
915,780000.0,9,3430,47.7079,3070,3050,2.75,2.0,4,380,0
14840,232500.0,6,1320,47.3278,1320,880,1.0,1.0,3,440,0
4415,543000.0,7,2090,47.7369,2090,1360,2.5,1.0,3,730,0
12547,295000.0,7,1260,47.7334,1639,1260,1.0,1.5,4,0,0
11256,328000.0,7,1930,47.5303,1610,1170,2.75,1.0,4,760,0
11082,331000.0,8,2483,47.3623,2075,2483,3.0,2.0,4,0,0
1817,691000.0,7,1780,47.6474,1690,980,2.0,1.5,2,800,0
15996,176500.0,5,930,47.3745,930,930,1.0,1.5,3,0,0
13670,265000.0,7,1940,47.4139,1940,1080,1.0,1.0,4,860,0
3949,560000.0,8,2070,47.7635,2070,2070,2.25,1.5,3,0,0
337,875000.0,8,2520,47.6767,1580,1400,2.0,1.0,4,1120,0
6431,463000.0,6,1590,47.7012,1730,1590,2.0,2.0,3,0,0
2072,674000.0,9,2320,47.7132,1700,1930,3.25,2.0,3,390,0
14226,250000.0,6,800,47.4916,1270,680,1.0,1.0,1,120,0
14723,235245.0,8,1954,47.2606,1934,1954,2.5,2.0,4,0,0
5822,485000.0,8,1080,47.6899,1890,1080,1.0,1.0,2,0,0
11518,321000.0,7,1290,47.7111,1290,1290,1.0,1.5,3,0,0
5143,515000.0,7,970,47.6609,1060,970,1.0,1.0,2,0,0
11631,319950.0,6,2020,47.5223,1440,2020,2.5,1.5,4,0,0
3513,580000.0,9,2840,47.7386,2790,2840,2.5,2.0,4,0,0
2815,625000.0,8,2180,47.636,1890,2020,1.75,1.5,4,160,0
8604,400000.0,6,2020,47.5621,1670,1010,2.5,1.0,3,1010,0
6375,465000.0,8,1600,47.6903,1390,1600,2.5,3.0,3,0,0
14856,231500.0,7,1630,47.3076,1630,1130,2.25,1.0,3,500,0
14747,235000.0,7,1250,47.3604,1250,1250,1.0,1.0,3,0,0
11735,315000.0,8,3220,47.3717,2740,3220,2.5,2.0,5,0,0
11908,311000.0,7,1780,47.4455,1990,1780,2.5,2.0,4,0,0
9231,380000.0,7,1230,47.6007,1290,1060,2.5,2.0,2,170,0
766,800000.0,8,1570,47.5955,1760,1570,1.0,1.5,2,0,3
11980,310000.0,8,2010,47.7222,1490,2010,2.0,1.0,3,0,0
3782,569999.0,9,3080,47.3726,2780,3080,2.5,2.0,3,0,0
11781,315000.0,7,1120,47.7648,1320,1120,1.0,1.0,2,0,0
8168,412000.0,7,910,47.6967,970,910,1.0,1.0,2,0,0
1144,751000.0,10,3090,47.588,2980,3090,2.5,2.0,3,0,0
12707,290000.0,8,2080,47.3737,2190,2080,2.5,2.0,3,0,0
13398,272000.0,7,1880,47.3214,1580,1880,2.25,2.0,4,0,0
2510,642450.0,7,1830,47.5962,1950,1230,1.75,1.0,3,600,0
12489,297000.0,7,1450,47.5038,1650,1450,2.25,2.0,3,0,0
2273,657500.0,7,1620,47.6981,2170,1380,1.75,1.0,4,240,3
2860,620000.0,7,3160,47.7238,2200,2190,3.25,1.0,5,970,0
1221,749000.0,8,2700,47.586,2050,2100,2.75,2.0,4,600,0
11853,313000.0,8,2460,47.2599,2210,2460,2.5,2.0,4,0,0
4864,525000.0,9,2990,47.4928,2790,2990,2.5,2.0,3,0,0
15885,185000.0,7,1170,47.2808,1230,1170,1.75,1.0,3,0,0
10200,353000.0,7,1830,47.3557,1830,1830,2.5,2.0,4,0,0
15622,202000.0,6,920,47.4951,1280,920,1.0,1.0,2,0,0
8000,417000.0,8,1570,47.5342,1800,1570,2.5,2.0,3,0,0
8093,415000.0,7,1280,47.5611,1500,1280,2.5,2.0,3,0,0
7077,442500.0,7,1840,47.7328,1820,1390,2.25,1.0,4,450,0
4924,524950.0,7,1890,47.6831,1320,1290,1.75,1.0,3,600,0
4532,538200.0,8,1780,47.627,1810,1780,3.0,1.0,4,0,0
7663,425000.0,7,2270,47.5381,2090,2270,2.5,2.0,4,0,0
1672,703000.0,8,1360,47.5852,1520,1360,2.0,1.5,3,0,0
12571,295000.0,7,1060,47.3617,1410,1060,1.75,2.0,3,0,0
8161,412000.0,8,2430,47.3533,2430,2430,3.0,2.0,4,0,0
12017,309000.0,7,2240,47.3666,2040,1120,2.0,1.0,4,1120,0
4055,555000.0,6,1250,47.6757,1830,970,1.0,1.5,3,280,0
7301,436000.0,8,1150,47.6684,1450,1020,2.5,2.0,3,130,0
6952,447000.0,7,1320,47.705,1290,1320,1.0,1.0,2,0,0
10027,358000.0,7,1278,47.5532,1220,1002,2.5,2.0,2,276,0
1808,695000.0,7,1140,47.6554,1800,1140,1.0,1.0,2,0,0
15652,200000.0,6,1230,47.5352,1525,1230,1.0,1.0,3,0,0
2275,657000.0,7,2180,47.6846,1560,1420,2.5,1.5,4,760,0
3761,570000.0,9,2180,47.6215,2300,2180,2.25,2.0,3,0,0
12122,305000.0,7,910,47.726,1480,910,1.0,1.0,3,0,0
11569,320000.0,8,1110,47.6931,1110,1110,1.5,3.0,2,0,0
10801,339950.0,8,2990,47.3604,2150,2990,2.5,2.0,5,0,0
9861,362000.0,8,2880,47.3747,1960,2880,2.5,2.0,5,0,0
2045,675000.0,7,1530,47.6529,1650,1530,1.75,1.5,4,0,0
16140,160000.0,6,1180,47.4889,1780,1180,1.0,1.0,2,0,0
11361,325000.0,7,800,47.5359,1010,800,1.0,1.0,2,0,0
5113,515000.0,9,2890,47.5666,3090,2890,2.5,2.0,4,0,0
1295,739000.0,7,2840,47.5817,2200,1620,2.5,1.0,5,1220,0
9332,379000.0,7,1140,47.7168,1140,1140,1.0,1.0,3,0,0
4687,530000.0,8,2010,47.5665,2190,2010,2.25,2.0,3,0,0
3952,560000.0,7,1640,47.5636,2130,1020,2.0,1.0,3,620,0
16175,157500.0,5,740,47.4217,1230,740,1.0,1.0,2,0,0
4317,548000.0,7,1470,47.6638,1570,1170,1.0,1.0,2,300,0
10997,334950.0,7,1240,47.5322,1240,1150,2.25,2.0,2,90,0
444,850000.0,7,1400,47.6272,1810,1400,1.75,1.0,3,0,0
16188,155000.0,7,970,47.3284,1230,970,1.5,1.0,3,0,0
5519,499000.0,7,1220,47.6823,1270,920,1.0,1.0,2,300,0
858,785000.0,6,1260,47.6843,2660,1080,0.75,1.5,2,180,2
11326,325000.0,7,1820,47.4333,1860,1220,2.5,1.0,4,600,0
4439,540500.0,8,3090,47.435,2790,3090,3.75,2.0,5,0,0
5321,505000.0,8,1860,47.5674,1850,1860,2.5,2.0,3,0,0
841,790000.0,7,1820,47.6681,2130,1690,1.75,1.5,4,130,3
7960,419000.0,8,1510,47.7191,1350,1510,1.75,1.0,2,0,0
595,825000.0,8,2510,47.7003,2510,1810,2.25,1.0,3,700,0
15197,220000.0,7,2240,47.314,1980,1370,2.5,1.0,4,870,0
12654,291000.0,7,1860,47.3746,1530,1860,2.25,1.0,3,0,0
994,770000.0,10,2730,47.58,2800,2730,2.5,2.0,3,0,0
8404,405000.0,7,1250,47.6986,1690,1250,1.0,1.0,3,0,0
9856,362500.0,7,940,47.5925,1130,940,1.5,2.0,2,0,0
1554,715000.0,7,1650,47.6989,2300,1150,1.75,1.5,3,500,4
15689,199990.0,6,840,47.3685,870,840,1.0,1.0,3,0,0
1973,680000.0,7,1090,47.6934,1580,850,1.75,1.0,3,240,0
1951,680000.0,7,2330,47.6732,1870,1520,2.25,1.5,3,810,2
15465,210000.0,6,1190,47.5113,1190,1190,2.0,1.0,2,0,0
10390,350000.0,7,1780,47.4414,1780,1060,2.25,1.0,4,720,0
9577,370950.0,7,2529,47.3738,2533,2529,2.5,2.0,3,0,0
15951,180000.0,6,1010,47.4872,1320,1010,1.0,1.0,3,0,0
9747,365500.0,7,1410,47.7591,1410,1410,2.0,1.0,3,0,0
10362,350000.0,8,2560,47.3835,2620,2560,2.5,2.0,4,0,0
2513,642000.0,9,2560,47.5717,2780,2560,2.5,2.0,4,0,0
13981,257000.0,9,2930,47.4887,2930,2930,2.75,2.0,5,0,0
5559,498000.0,7,1690,47.6779,1950,1690,2.5,2.0,3,0,0
12224,302200.0,7,1730,47.4497,1510,1730,1.5,1.0,4,0,0
6301,468000.0,8,2150,47.773,2360,1430,2.5,1.0,4,720,0
2835,622200.0,7,1720,47.7062,1380,1420,1.75,1.0,3,300,0
4700,530000.0,7,1970,47.5158,2710,1970,2.5,2.0,3,0,0
2445,649000.0,9,2730,47.549,1250,2730,2.5,2.0,4,0,0
2233,660000.0,8,2260,47.6108,2260,1660,3.0,2.0,3,600,0
3050,608000.0,7,2400,47.6466,2670,1200,3.0,1.0,4,1200,0
16072,170000.0,6,850,47.7654,900,850,0.75,1.0,1,0,2
400,860000.0,10,2770,47.5605,2890,2770,2.5,2.0,3,0,0
1176,750000.0,8,3240,47.5858,2730,2020,2.5,1.0,5,1220,1
432,852000.0,8,2620,47.5514,1670,2620,2.5,2.0,4,0,0
5198,510000.0,7,3180,47.4905,2610,3180,2.5,2.0,4,0,0
6925,448175.0,8,1370,47.6021,1370,1150,2.0,2.0,2,220,0
12855,286000.0,5,780,47.4944,1210,780,1.0,1.0,2,0,0
8709,397500.0,7,2220,47.5215,940,1320,1.75,1.0,4,900,0
12590,294000.0,8,2930,47.2957,1960,2930,2.0,1.5,4,0,0
15515,207000.0,7,1520,47.5245,1460,1520,2.5,2.0,3,0,0
1023,765000.0,9,3230,47.6874,3220,3230,2.5,2.0,4,0,0
3298,595000.0,7,2000,47.6798,1540,1130,1.75,1.0,4,870,0
7779,425000.0,8,1940,47.776,1910,1190,2.5,1.0,4,750,0
9930,360000.0,8,2880,47.4332,2080,1680,2.5,1.0,5,1200,0
15997,176250.0,7,1440,47.3056,1030,1440,2.0,1.0,4,0,0
9044,386500.0,7,1280,47.6351,1280,850,1.5,1.0,2,430,0
8846,393000.0,6,1020,47.5319,1660,1020,1.0,1.0,2,0,0
5894,483000.0,8,2110,47.7344,1990,1440,1.75,1.0,3,670,0
4241,550000.0,7,1080,47.6715,1380,780,1.0,1.0,2,300,0
5424,500000.0,8,3130,47.5336,2410,2180,3.25,2.0,5,950,0
8814,395000.0,6,1740,47.762,1630,1740,1.75,1.0,3,0,0
7447,432000.0,8,2820,47.4508,2360,2820,3.25,2.0,4,0,0
3401,588000.0,8,1930,47.6396,1880,1510,1.75,1.0,4,420,0
7784,424950.0,8,3266,47.2975,3087,3266,3.25,2.0,4,0,0
7375,435000.0,8,2130,47.4381,2220,2130,2.5,2.0,4,0,0
4309,549000.0,8,1230,47.6521,1760,1230,2.25,3.0,3,0,0
10596,345000.0,7,1390,47.6078,1780,1230,1.0,1.5,3,160,0
4080,555000.0,8,2870,47.539,2770,2870,2.5,2.0,4,0,0
803,795000.0,7,2750,47.5878,2520,1730,3.0,1.0,5,1020,0
1550,715000.0,5,1000,47.5935,1930,1000,1.0,1.0,2,0,4
1009,767500.0,7,2350,47.6681,1640,1450,2.0,1.5,4,900,0
10866,337500.0,7,1300,47.5697,1240,1300,1.0,1.0,2,0,0
6650,455000.0,7,890,47.6803,1280,750,1.75,1.5,3,140,0
16329,115000.0,5,1000,47.2841,1350,1000,1.0,1.0,2,0,0
10214,353000.0,7,1900,47.4866,1950,1900,2.25,2.0,3,0,0
2737,627000.0,9,2750,47.4698,2310,2750,2.5,2.0,4,0,0
11501,322500.0,7,1820,47.3845,1820,1820,2.5,2.0,4,0,0
9839,363000.0,8,1750,47.3693,1840,1750,2.0,1.0,3,0,0
5095,515000.0,9,2980,47.3999,2630,2980,2.5,2.0,4,0,0
